city,industry,role,experience_years,salary_lpa,primary_ai_tool,ai_adopted
Brisbane,Finance,AI Researcher,8,24.81,Scikit-learn,1
Newcastle,E-commerce,ML Engineer,4,13.42,AWS AI,0
Sydney,EdTech,ML Engineer,10,26.78,Azure AI,1
Melbourne,Manufacturing,AI Engineer,7,17.49,Scikit-learn,1
Wollongong,Healthcare,AI Researcher,1,10.34,Azure AI,1
Adelaide,Healthcare,AI Engineer,10,22.7,PyTorch,1
Adelaide,Healthcare,AI Engineer,5,13.06,Scikit-learn,0
Wollongong,Finance,Data Scientist,9,19.88,ChatGPT,0
Adelaide,Healthcare,AI Researcher,8,23.35,TensorFlow,1
Adelaide,Finance,AI Engineer,6,14.57,Azure AI,0
Perth,E-commerce,AI Researcher,4,17.76,Scikit-learn,1
Cairns,Finance,AI Engineer,7,18.32,Scikit-learn,0
Wollongong,Manufacturing,AI Researcher,2,13.74,PyTorch,1
Perth,Healthcare,AI Researcher,6,19.66,TensorFlow,1
Adelaide,Manufacturing,AI Researcher,2,11.73,Azure AI,1
Cairns,E-commerce,AI Researcher,7,23.7,PyTorch,1
Newcastle,EdTech,AI Researcher,5,20.09,AWS AI,0
Brisbane,Healthcare,AI Engineer,11,22.09,TensorFlow,1
Brisbane,Finance,Data Analyst,11,22.66,PyTorch,1
Cairns,Finance,AI Researcher,1,11.08,TensorFlow,1
Townsville,E-commerce,AI Engineer,3,8.28,Azure AI,1
Newcastle,E-commerce,Data Analyst,7,14.5,TensorFlow,0
Adelaide,Healthcare,AI Researcher,4,17.21,ChatGPT,1
Melbourne,Manufacturing,AI Researcher,8,21.68,PyTorch,1
Perth,Manufacturing,AI Researcher,7,22.28,ChatGPT,1
Cairns,Finance,AI Engineer,2,10.05,PyTorch,1
Sydney,IT,Data Analyst,1,4.72,AWS AI,0
Wollongong,EdTech,ML Engineer,0,7.24,TensorFlow,1
Adelaide,Manufacturing,Data Analyst,5,14.3,Azure AI,1
Wollongong,Finance,AI Researcher,11,32.86,Azure AI,0
Gold Coast,E-commerce,AI Researcher,10,27.18,Scikit-learn,0
Newcastle,IT,Data Analyst,0,3.69,Scikit-learn,1
Brisbane,Manufacturing,AI Researcher,4,14.67,PyTorch,0
Newcastle,E-commerce,ML Engineer,0,3.0,Scikit-learn,0
Townsville,Manufacturing,ML Engineer,1,5.89,ChatGPT,1
Cairns,Manufacturing,AI Researcher,0,5.04,AWS AI,1
Townsville,Finance,AI Researcher,6,19.61,Scikit-learn,0
Sydney,EdTech,Data Scientist,9,19.67,Scikit-learn,1
Melbourne,Finance,ML Engineer,10,28.04,Scikit-learn,0
Gold Coast,IT,Data Analyst,8,19.86,PyTorch,1
Townsville,Finance,Data Scientist,2,10.12,PyTorch,1
Perth,Finance,AI Engineer,11,24.01,AWS AI,1
Townsville,Manufacturing,AI Researcher,10,25.71,Azure AI,1
Brisbane,IT,AI Engineer,1,6.49,Scikit-learn,0
Cairns,EdTech,AI Engineer,10,23.32,PyTorch,0
Gold Coast,E-commerce,AI Engineer,10,19.67,ChatGPT,0
Wollongong,IT,AI Researcher,8,25.26,PyTorch,1
Adelaide,Finance,AI Engineer,9,22.91,ChatGPT,1
Sydney,Healthcare,AI Engineer,6,15.53,AWS AI,1
Gold Coast,Finance,Data Scientist,1,3.51,AWS AI,1
Perth,E-commerce,AI Researcher,8,24.02,TensorFlow,1
Perth,Finance,Data Analyst,1,6.23,Azure AI,1
Cairns,EdTech,Data Analyst,11,27.21,Scikit-learn,1
Newcastle,Finance,ML Engineer,8,22.22,Azure AI,1
Cairns,IT,AI Engineer,7,16.1,Azure AI,0
Wollongong,E-commerce,AI Researcher,8,25.86,Scikit-learn,1
Newcastle,E-commerce,ML Engineer,7,21.02,Azure AI,1
Perth,Finance,Data Scientist,10,20.42,TensorFlow,1
Wollongong,IT,ML Engineer,8,23.85,ChatGPT,1
Brisbane,EdTech,Data Scientist,5,11.94,PyTorch,1
Sydney,Healthcare,Data Analyst,4,12.23,AWS AI,1
Brisbane,IT,Data Analyst,10,27.28,PyTorch,1
Townsville,Finance,Data Analyst,9,19.4,AWS AI,1
Gold Coast,Manufacturing,Data Analyst,0,5.91,Scikit-learn,1
Wollongong,Healthcare,AI Engineer,3,11.25,TensorFlow,1
Adelaide,EdTech,ML Engineer,8,20.98,Scikit-learn,1
Perth,EdTech,Data Scientist,2,7.51,Azure AI,1
Adelaide,Manufacturing,ML Engineer,5,16.16,ChatGPT,1
Cairns,Healthcare,Data Scientist,5,12.04,Scikit-learn,1
Sydney,E-commerce,Data Analyst,2,5.06,Scikit-learn,0
Townsville,Finance,ML Engineer,8,22.79,PyTorch,1
Sydney,Finance,ML Engineer,7,20.27,ChatGPT,1
Brisbane,IT,Data Scientist,1,6.55,TensorFlow,1
Townsville,EdTech,Data Scientist,8,20.23,AWS AI,1
Perth,Manufacturing,AI Engineer,2,7.67,ChatGPT,1
Gold Coast,E-commerce,ML Engineer,7,18.14,Scikit-learn,0
Newcastle,Manufacturing,AI Researcher,7,21.87,ChatGPT,1
Townsville,E-commerce,Data Scientist,0,5.98,TensorFlow,1
Sydney,Manufacturing,Data Scientist,10,23.35,PyTorch,1
Sydney,Manufacturing,AI Engineer,8,17.74,Scikit-learn,1
Wollongong,EdTech,ML Engineer,7,22.13,TensorFlow,1
Melbourne,Finance,ML Engineer,6,15.57,Azure AI,0
Cairns,EdTech,Data Scientist,9,21.85,AWS AI,1
Gold Coast,Healthcare,AI Engineer,9,20.71,Azure AI,0
Cairns,EdTech,AI Engineer,11,25.35,Scikit-learn,1
Cairns,Finance,AI Engineer,0,4.26,AWS AI,1
Townsville,E-commerce,Data Analyst,1,6.7,Scikit-learn,0
Perth,IT,Data Analyst,10,22.51,Scikit-learn,0
Adelaide,Manufacturing,AI Engineer,1,5.04,AWS AI,0
Perth,Healthcare,Data Analyst,5,9.94,Scikit-learn,1
Newcastle,IT,ML Engineer,10,23.22,ChatGPT,1
Newcastle,EdTech,Data Analyst,4,10.42,PyTorch,1
Adelaide,Healthcare,AI Engineer,7,18.43,PyTorch,0
Cairns,IT,ML Engineer,10,28.36,AWS AI,0
Wollongong,Finance,AI Engineer,3,12.79,Azure AI,0
Newcastle,IT,ML Engineer,3,12.2,PyTorch,0
Newcastle,IT,AI Engineer,4,12.84,TensorFlow,1
Gold Coast,E-commerce,AI Researcher,11,30.48,PyTorch,1
Newcastle,Manufacturing,AI Researcher,5,17.04,AWS AI,1
Wollongong,Healthcare,AI Researcher,2,14.51,TensorFlow,1
Newcastle,Healthcare,AI Engineer,7,17.8,ChatGPT,0
Townsville,Healthcare,AI Engineer,5,11.19,ChatGPT,1
Cairns,Manufacturing,AI Researcher,8,27.0,AWS AI,0
Gold Coast,Healthcare,ML Engineer,2,13.65,Scikit-learn,1
Townsville,Manufacturing,Data Analyst,8,14.84,PyTorch,0
Townsville,EdTech,ML Engineer,7,21.99,ChatGPT,0
Melbourne,E-commerce,ML Engineer,7,24.24,ChatGPT,1
Brisbane,Healthcare,Data Scientist,7,19.96,AWS AI,1
Perth,IT,AI Engineer,11,26.85,Scikit-learn,1
Gold Coast,E-commerce,AI Researcher,1,13.88,Scikit-learn,0
Wollongong,E-commerce,ML Engineer,7,23.04,PyTorch,1
Cairns,Finance,Data Analyst,7,17.94,Scikit-learn,1
Brisbane,Healthcare,Data Analyst,7,18.01,TensorFlow,0
Cairns,Manufacturing,Data Scientist,6,15.77,ChatGPT,1
Perth,IT,ML Engineer,3,13.71,AWS AI,1
Newcastle,EdTech,Data Analyst,10,25.48,Azure AI,0
Wollongong,EdTech,AI Researcher,0,10.1,Azure AI,0
Melbourne,Finance,Data Analyst,8,21.47,ChatGPT,0
Newcastle,E-commerce,Data Analyst,2,9.72,Scikit-learn,1
Brisbane,IT,ML Engineer,9,23.81,AWS AI,1
Gold Coast,Manufacturing,Data Analyst,1,5.29,Scikit-learn,1
Adelaide,Healthcare,Data Analyst,1,6.72,AWS AI,0
Gold Coast,EdTech,ML Engineer,0,5.49,TensorFlow,1
Melbourne,IT,AI Engineer,9,26.94,TensorFlow,1
Brisbane,Finance,AI Researcher,7,24.66,Scikit-learn,1
Townsville,Healthcare,AI Researcher,1,11.13,TensorFlow,1
Gold Coast,Finance,Data Analyst,5,13.9,Scikit-learn,1
Brisbane,IT,AI Engineer,11,24.49,AWS AI,1
Cairns,E-commerce,ML Engineer,0,4.71,AWS AI,1
Perth,E-commerce,AI Researcher,9,24.1,Azure AI,1
Melbourne,Manufacturing,AI Engineer,10,24.2,Azure AI,1
Gold Coast,Manufacturing,Data Analyst,10,22.9,PyTorch,1
Wollongong,Manufacturing,Data Scientist,6,17.41,Azure AI,0
Wollongong,E-commerce,ML Engineer,11,27.55,Scikit-learn,0
Cairns,Manufacturing,Data Analyst,5,15.51,TensorFlow,1
Brisbane,E-commerce,ML Engineer,5,18.38,AWS AI,0
Cairns,Healthcare,AI Engineer,3,11.23,AWS AI,1
Adelaide,EdTech,Data Scientist,7,21.11,PyTorch,1
Perth,Finance,AI Engineer,5,11.24,TensorFlow,0
Wollongong,Finance,AI Researcher,6,20.33,PyTorch,1
Newcastle,Healthcare,AI Engineer,2,8.11,ChatGPT,0
Adelaide,IT,AI Engineer,10,24.57,PyTorch,1
Melbourne,EdTech,AI Engineer,1,7.51,Azure AI,1
Perth,EdTech,Data Analyst,9,25.07,Azure AI,1
Townsville,EdTech,Data Analyst,10,23.38,AWS AI,1
Perth,EdTech,ML Engineer,7,19.65,Scikit-learn,1
Gold Coast,Healthcare,AI Researcher,9,26.4,Azure AI,1
Wollongong,Manufacturing,AI Engineer,5,13.12,Azure AI,1
Brisbane,Manufacturing,AI Researcher,3,11.5,Scikit-learn,1
Wollongong,Healthcare,AI Engineer,6,16.49,Azure AI,1
Townsville,Healthcare,ML Engineer,4,8.82,TensorFlow,0
Sydney,IT,Data Scientist,8,23.71,AWS AI,1
Perth,Healthcare,AI Researcher,10,28.03,ChatGPT,1
Brisbane,Finance,AI Researcher,2,14.31,Scikit-learn,1
Townsville,EdTech,Data Scientist,7,19.49,Azure AI,1
Melbourne,Finance,AI Engineer,5,11.69,PyTorch,0
Melbourne,Healthcare,AI Engineer,2,7.61,ChatGPT,1
Newcastle,Healthcare,Data Scientist,6,16.95,AWS AI,1
Perth,Manufacturing,AI Engineer,7,18.14,TensorFlow,0
Perth,E-commerce,Data Scientist,2,9.84,PyTorch,0
Gold Coast,EdTech,AI Researcher,1,8.41,Azure AI,1
Adelaide,Manufacturing,ML Engineer,6,20.48,PyTorch,0
Gold Coast,EdTech,Data Analyst,8,21.84,Azure AI,0
Townsville,EdTech,Data Analyst,10,24.4,ChatGPT,0
Melbourne,Healthcare,Data Scientist,4,10.83,TensorFlow,0
Brisbane,Manufacturing,AI Researcher,1,7.22,AWS AI,1
Townsville,Finance,AI Engineer,11,28.24,TensorFlow,1
Perth,E-commerce,AI Researcher,10,28.57,Azure AI,0
Newcastle,Finance,AI Researcher,1,10.6,AWS AI,1
Wollongong,Finance,AI Researcher,5,17.71,ChatGPT,1
Perth,Manufacturing,ML Engineer,11,27.11,ChatGPT,1
Newcastle,Healthcare,Data Scientist,8,17.48,PyTorch,1
Sydney,Manufacturing,AI Researcher,4,14.65,TensorFlow,0
Gold Coast,Healthcare,AI Researcher,10,25.78,TensorFlow,1
Townsville,Healthcare,ML Engineer,9,28.05,ChatGPT,1
Brisbane,Manufacturing,ML Engineer,11,31.21,AWS AI,1
Melbourne,Healthcare,AI Engineer,3,13.68,AWS AI,1
Gold Coast,IT,AI Engineer,8,18.53,Azure AI,1
Melbourne,Healthcare,AI Engineer,5,9.03,ChatGPT,1
Gold Coast,Finance,AI Engineer,9,21.7,AWS AI,0
Perth,E-commerce,AI Researcher,8,18.32,Azure AI,0
Sydney,E-commerce,Data Analyst,1,5.93,Azure AI,1
Newcastle,Finance,ML Engineer,6,18.39,Azure AI,0
Newcastle,Manufacturing,Data Analyst,6,12.45,Scikit-learn,0
Newcastle,E-commerce,Data Analyst,8,16.09,ChatGPT,0
Townsville,Manufacturing,Data Analyst,5,10.93,Azure AI,1
Sydney,EdTech,Data Scientist,3,11.0,Azure AI,1
Townsville,Finance,AI Engineer,2,7.45,Azure AI,1
Adelaide,E-commerce,Data Scientist,9,20.37,Azure AI,1
Sydney,IT,ML Engineer,2,7.08,AWS AI,0
Perth,Finance,AI Engineer,9,20.45,ChatGPT,1
Gold Coast,Manufacturing,Data Analyst,1,5.07,TensorFlow,1
Townsville,Healthcare,ML Engineer,7,18.89,TensorFlow,1
Brisbane,Finance,ML Engineer,6,18.45,Scikit-learn,1
Wollongong,Healthcare,ML Engineer,10,26.58,ChatGPT,1
Townsville,IT,AI Researcher,6,17.99,Scikit-learn,0
Wollongong,EdTech,ML Engineer,7,18.47,Scikit-learn,0
Newcastle,Finance,AI Researcher,9,25.17,TensorFlow,1
Wollongong,Manufacturing,AI Researcher,4,16.15,ChatGPT,1
Wollongong,Healthcare,AI Engineer,9,19.78,AWS AI,0
Wollongong,Manufacturing,AI Researcher,1,9.98,TensorFlow,0
Newcastle,E-commerce,AI Engineer,5,13.42,Azure AI,0
Gold Coast,E-commerce,Data Scientist,5,11.34,TensorFlow,1
Newcastle,EdTech,AI Researcher,11,28.94,Scikit-learn,0
Wollongong,Finance,AI Researcher,8,24.05,AWS AI,0
Melbourne,Finance,ML Engineer,4,15.55,TensorFlow,0
Newcastle,Healthcare,Data Analyst,2,8.75,PyTorch,0
Gold Coast,E-commerce,AI Researcher,9,25.9,TensorFlow,0
Melbourne,E-commerce,AI Engineer,6,15.88,ChatGPT,0
Wollongong,IT,Data Analyst,1,3.0,PyTorch,0
Wollongong,Healthcare,Data Analyst,4,13.87,TensorFlow,1
Brisbane,E-commerce,Data Analyst,9,19.08,AWS AI,1
Newcastle,Finance,Data Analyst,2,9.55,Scikit-learn,0
Adelaide,Healthcare,AI Researcher,2,12.97,Azure AI,1
Brisbane,E-commerce,AI Engineer,5,12.6,Scikit-learn,1
Sydney,Finance,AI Engineer,0,3.0,PyTorch,1
Townsville,EdTech,AI Engineer,11,23.07,TensorFlow,0
Brisbane,Manufacturing,Data Scientist,10,22.22,TensorFlow,0
Cairns,IT,AI Researcher,1,8.08,Scikit-learn,1
Townsville,Healthcare,ML Engineer,9,23.82,Scikit-learn,1
Cairns,IT,Data Scientist,4,13.25,Scikit-learn,1
Wollongong,EdTech,AI Researcher,5,19.13,TensorFlow,1
Newcastle,Finance,Data Analyst,7,12.43,AWS AI,1
Townsville,IT,ML Engineer,3,17.09,PyTorch,1
Melbourne,EdTech,AI Engineer,1,7.6,AWS AI,1
Gold Coast,EdTech,ML Engineer,1,9.49,AWS AI,0
Wollongong,Healthcare,AI Researcher,7,21.56,PyTorch,1
Cairns,Manufacturing,AI Researcher,5,21.27,ChatGPT,1
Sydney,EdTech,ML Engineer,8,24.97,ChatGPT,0
Cairns,E-commerce,Data Analyst,2,8.6,Scikit-learn,0
Perth,Healthcare,Data Scientist,5,12.36,Scikit-learn,1
Wollongong,Healthcare,AI Engineer,1,3.59,AWS AI,0
Gold Coast,E-commerce,AI Engineer,0,3.0,TensorFlow,0
Brisbane,IT,Data Analyst,7,14.19,ChatGPT,0
Cairns,EdTech,AI Engineer,0,3.26,ChatGPT,1
Gold Coast,E-commerce,Data Scientist,0,4.03,Scikit-learn,1
Cairns,EdTech,AI Engineer,10,26.36,TensorFlow,1
Gold Coast,IT,Data Scientist,6,16.97,Azure AI,0
Gold Coast,EdTech,Data Analyst,5,13.71,Azure AI,0
Newcastle,Healthcare,ML Engineer,2,11.94,TensorFlow,0
Brisbane,EdTech,AI Engineer,6,15.53,ChatGPT,1
Sydney,IT,AI Researcher,11,36.42,PyTorch,1
Cairns,Manufacturing,AI Researcher,10,26.78,Scikit-learn,0
Sydney,IT,AI Engineer,9,19.51,Azure AI,1
Cairns,Manufacturing,AI Engineer,0,3.0,PyTorch,1
Sydney,Manufacturing,ML Engineer,9,23.06,TensorFlow,1
Brisbane,Finance,AI Engineer,0,3.91,ChatGPT,1
Perth,EdTech,AI Engineer,10,23.99,AWS AI,1
Brisbane,Healthcare,Data Scientist,11,26.62,PyTorch,1
Newcastle,Finance,AI Researcher,4,17.98,Azure AI,1
Sydney,Finance,AI Engineer,0,5.36,PyTorch,1
Perth,IT,Data Analyst,0,6.02,AWS AI,1
Gold Coast,Manufacturing,Data Scientist,0,5.06,Azure AI,0
Brisbane,Finance,Data Analyst,7,15.37,Azure AI,1
Adelaide,E-commerce,ML Engineer,10,24.93,Azure AI,1
Cairns,Finance,Data Analyst,1,4.15,Scikit-learn,0
Gold Coast,Healthcare,AI Engineer,4,9.45,PyTorch,1
Gold Coast,E-commerce,ML Engineer,1,8.32,AWS AI,1
Perth,Finance,AI Researcher,2,13.47,TensorFlow,1
Brisbane,EdTech,ML Engineer,7,24.14,AWS AI,1
Newcastle,Healthcare,Data Scientist,2,9.79,ChatGPT,0
Newcastle,Manufacturing,ML Engineer,6,17.2,ChatGPT,1
Adelaide,Manufacturing,AI Engineer,6,12.3,TensorFlow,1
Gold Coast,Healthcare,AI Researcher,3,13.28,Azure AI,1
Townsville,E-commerce,Data Analyst,2,10.19,Azure AI,1
Cairns,E-commerce,AI Engineer,3,10.54,AWS AI,0
Cairns,Healthcare,Data Scientist,5,14.06,Azure AI,1
Cairns,E-commerce,AI Engineer,3,9.74,AWS AI,1
Wollongong,IT,Data Scientist,8,19.54,Azure AI,0
Gold Coast,IT,Data Scientist,4,9.98,Azure AI,1
Adelaide,E-commerce,AI Researcher,10,29.1,ChatGPT,1
Cairns,Manufacturing,Data Analyst,4,11.86,AWS AI,1
Gold Coast,Finance,Data Analyst,1,5.97,ChatGPT,0
Gold Coast,EdTech,Data Scientist,3,9.87,ChatGPT,1
Melbourne,Manufacturing,Data Scientist,8,19.04,AWS AI,1
Brisbane,Healthcare,AI Researcher,4,14.52,Scikit-learn,1
Perth,Finance,ML Engineer,11,30.32,Azure AI,1
Brisbane,Finance,AI Researcher,8,22.25,Azure AI,1
Townsville,Manufacturing,ML Engineer,0,3.85,TensorFlow,1
Melbourne,E-commerce,Data Scientist,5,13.13,AWS AI,1
Gold Coast,EdTech,Data Analyst,11,24.23,PyTorch,0
Sydney,E-commerce,AI Researcher,2,12.13,TensorFlow,1
Wollongong,IT,ML Engineer,7,20.8,AWS AI,1
Cairns,Finance,AI Researcher,1,11.21,TensorFlow,0
Cairns,EdTech,Data Scientist,11,27.65,TensorFlow,0
Wollongong,EdTech,ML Engineer,7,22.42,TensorFlow,1
Gold Coast,Manufacturing,Data Scientist,8,18.57,Azure AI,0
Melbourne,EdTech,Data Scientist,11,28.64,TensorFlow,1
Gold Coast,Manufacturing,Data Analyst,5,12.46,Azure AI,1
Wollongong,E-commerce,AI Engineer,2,7.99,Azure AI,0
Cairns,Finance,AI Researcher,0,7.4,PyTorch,1
Cairns,E-commerce,Data Scientist,11,25.02,Scikit-learn,1
Sydney,EdTech,AI Researcher,11,29.96,TensorFlow,1
Newcastle,Manufacturing,Data Scientist,2,7.82,PyTorch,1
Melbourne,E-commerce,AI Engineer,2,7.7,TensorFlow,0
Adelaide,Finance,Data Analyst,1,4.3,PyTorch,1
Wollongong,E-commerce,Data Scientist,2,3.43,Azure AI,0
Perth,IT,Data Scientist,5,13.49,PyTorch,1
Newcastle,EdTech,Data Analyst,5,14.71,Azure AI,1
Cairns,EdTech,ML Engineer,9,21.09,ChatGPT,1
Sydney,Manufacturing,ML Engineer,8,21.87,Azure AI,1
Sydney,EdTech,Data Scientist,6,13.3,Scikit-learn,1
Sydney,Finance,ML Engineer,9,25.59,Scikit-learn,1
Gold Coast,EdTech,AI Researcher,3,14.83,Azure AI,1
Adelaide,Healthcare,Data Scientist,4,13.43,TensorFlow,1
Townsville,EdTech,Data Analyst,10,23.22,PyTorch,1
Brisbane,Finance,Data Analyst,9,19.11,ChatGPT,1
Melbourne,IT,Data Analyst,11,25.4,Scikit-learn,1
Melbourne,Finance,AI Researcher,10,28.34,Azure AI,1
Townsville,E-commerce,Data Analyst,10,25.88,PyTorch,1
Brisbane,EdTech,Data Scientist,10,21.49,ChatGPT,1
Melbourne,EdTech,ML Engineer,11,26.21,TensorFlow,1
Melbourne,IT,Data Scientist,2,9.77,TensorFlow,1
Townsville,IT,AI Engineer,3,5.99,Azure AI,1
Gold Coast,E-commerce,Data Analyst,7,15.71,Azure AI,1
Newcastle,EdTech,Data Analyst,4,9.72,Azure AI,1
Perth,E-commerce,Data Analyst,7,20.02,Scikit-learn,1
Wollongong,E-commerce,ML Engineer,11,28.14,ChatGPT,0
Melbourne,E-commerce,AI Engineer,11,26.83,Scikit-learn,0
Melbourne,Finance,AI Researcher,1,10.57,Scikit-learn,1
Perth,IT,AI Engineer,7,20.24,TensorFlow,0
Newcastle,Finance,AI Engineer,9,21.77,PyTorch,1
Adelaide,E-commerce,ML Engineer,8,25.61,Azure AI,1
Perth,Manufacturing,AI Engineer,8,20.01,Scikit-learn,0
Melbourne,E-commerce,AI Engineer,4,10.99,TensorFlow,0
Gold Coast,Healthcare,Data Analyst,2,7.96,AWS AI,1
Townsville,Finance,AI Researcher,5,17.33,Azure AI,1
Adelaide,EdTech,ML Engineer,6,17.63,AWS AI,1
Sydney,Finance,AI Engineer,0,3.0,Azure AI,1
Townsville,IT,AI Engineer,6,16.08,Scikit-learn,1
Newcastle,EdTech,ML Engineer,11,28.41,AWS AI,1
Gold Coast,Healthcare,Data Analyst,0,3.0,AWS AI,1
Perth,IT,ML Engineer,5,16.57,PyTorch,1
Gold Coast,Healthcare,Data Analyst,1,4.29,PyTorch,1
Gold Coast,Finance,ML Engineer,1,8.89,Azure AI,1
Cairns,Manufacturing,AI Researcher,4,16.03,Azure AI,1
Wollongong,Finance,AI Engineer,3,7.97,ChatGPT,1
Melbourne,E-commerce,Data Analyst,4,12.65,Azure AI,1
Newcastle,EdTech,AI Engineer,9,22.87,Azure AI,0
Newcastle,Manufacturing,AI Researcher,1,10.44,PyTorch,0
Gold Coast,EdTech,AI Researcher,1,11.5,PyTorch,1
Townsville,IT,AI Engineer,8,21.51,Azure AI,1
Sydney,Healthcare,Data Scientist,9,18.37,AWS AI,1
Townsville,IT,ML Engineer,10,25.2,Scikit-learn,1
Sydney,IT,Data Scientist,7,17.68,TensorFlow,0
Wollongong,Manufacturing,AI Engineer,2,8.46,Scikit-learn,0
Adelaide,Healthcare,AI Researcher,6,20.38,TensorFlow,0
Brisbane,EdTech,AI Researcher,1,9.41,Scikit-learn,1
Sydney,E-commerce,Data Analyst,1,5.94,Azure AI,1
Wollongong,EdTech,ML Engineer,9,27.64,AWS AI,1
Newcastle,Manufacturing,AI Researcher,2,12.98,PyTorch,1
Cairns,EdTech,Data Scientist,9,21.44,Scikit-learn,0
Sydney,Finance,Data Scientist,5,15.04,ChatGPT,1
Perth,IT,AI Researcher,6,22.69,TensorFlow,1
Cairns,Healthcare,AI Researcher,9,25.58,PyTorch,1
Melbourne,E-commerce,Data Scientist,11,25.41,PyTorch,1
Gold Coast,Manufacturing,ML Engineer,10,24.38,Azure AI,0
Wollongong,IT,Data Analyst,6,19.02,AWS AI,1
Cairns,Healthcare,AI Engineer,9,18.88,Scikit-learn,1
Gold Coast,E-commerce,AI Engineer,10,23.25,TensorFlow,1
Gold Coast,Manufacturing,AI Engineer,9,21.65,Azure AI,1
Brisbane,Healthcare,AI Researcher,4,16.76,PyTorch,1
Perth,Finance,AI Engineer,10,26.35,Scikit-learn,0
Wollongong,Finance,Data Analyst,7,14.94,Scikit-learn,1
Melbourne,EdTech,Data Scientist,3,9.57,Azure AI,0
Townsville,Finance,ML Engineer,4,16.94,AWS AI,0
Cairns,E-commerce,Data Analyst,0,3.53,AWS AI,1
Wollongong,Finance,AI Researcher,1,12.57,AWS AI,1
Newcastle,IT,AI Engineer,0,4.89,Scikit-learn,0
Sydney,Finance,Data Analyst,11,23.82,PyTorch,0
Perth,E-commerce,Data Analyst,0,3.0,Azure AI,0
Adelaide,Finance,AI Engineer,3,9.24,Azure AI,1
Perth,Manufacturing,ML Engineer,2,10.59,AWS AI,1
Townsville,Manufacturing,Data Analyst,11,27.68,Scikit-learn,1
Newcastle,Finance,Data Analyst,10,21.71,AWS AI,1
Cairns,EdTech,Data Analyst,11,28.78,Azure AI,1
Gold Coast,EdTech,Data Analyst,5,18.14,PyTorch,0
Wollongong,IT,Data Analyst,3,9.97,ChatGPT,0
Sydney,Manufacturing,AI Researcher,0,7.08,ChatGPT,0
Melbourne,IT,ML Engineer,8,24.79,TensorFlow,0
Gold Coast,Finance,Data Scientist,4,13.5,Azure AI,0
Townsville,E-commerce,ML Engineer,0,5.89,PyTorch,1
Perth,Healthcare,AI Researcher,8,23.34,AWS AI,1
Perth,Manufacturing,Data Analyst,6,13.02,Scikit-learn,0
Brisbane,E-commerce,AI Researcher,7,21.69,Scikit-learn,1
Sydney,EdTech,ML Engineer,0,5.44,Scikit-learn,1
Sydney,Finance,Data Analyst,11,25.74,PyTorch,1
Brisbane,IT,ML Engineer,0,5.73,ChatGPT,0
Brisbane,IT,Data Scientist,11,27.27,AWS AI,1
Wollongong,EdTech,AI Researcher,4,15.69,ChatGPT,1
Brisbane,EdTech,AI Researcher,1,10.3,PyTorch,1
Newcastle,Healthcare,ML Engineer,1,9.12,Azure AI,0
Townsville,EdTech,Data Scientist,7,17.36,Azure AI,1
Gold Coast,IT,Data Scientist,4,11.39,Azure AI,0
Cairns,Healthcare,AI Researcher,8,26.29,AWS AI,1
Cairns,EdTech,AI Researcher,3,13.39,ChatGPT,1
Newcastle,EdTech,ML Engineer,7,23.96,ChatGPT,1
Melbourne,Finance,Data Analyst,0,3.22,TensorFlow,0
Sydney,Manufacturing,ML Engineer,9,24.7,Azure AI,1
Wollongong,E-commerce,ML Engineer,10,24.68,Scikit-learn,1
Brisbane,E-commerce,AI Engineer,4,9.85,PyTorch,1
Sydney,Manufacturing,AI Engineer,11,25.51,Scikit-learn,1
Newcastle,EdTech,ML Engineer,3,9.49,PyTorch,1
Cairns,IT,Data Analyst,2,5.23,Scikit-learn,0
Gold Coast,Healthcare,Data Scientist,10,22.24,PyTorch,1
Gold Coast,IT,AI Engineer,6,14.25,Scikit-learn,0
Townsville,EdTech,ML Engineer,1,5.61,PyTorch,1
Cairns,Healthcare,ML Engineer,9,23.37,ChatGPT,1
Adelaide,Manufacturing,ML Engineer,4,13.33,Azure AI,1
Melbourne,E-commerce,AI Engineer,9,23.89,PyTorch,1
Perth,E-commerce,AI Engineer,9,26.73,Azure AI,1
Cairns,Manufacturing,ML Engineer,2,9.35,TensorFlow,1
Perth,IT,Data Analyst,5,14.4,AWS AI,1
Adelaide,E-commerce,AI Researcher,11,29.82,PyTorch,1
Wollongong,Manufacturing,Data Scientist,5,11.48,TensorFlow,0
Sydney,EdTech,ML Engineer,1,8.08,PyTorch,1
Adelaide,IT,Data Scientist,6,15.03,TensorFlow,0
Cairns,Healthcare,Data Scientist,6,14.18,PyTorch,1
Wollongong,Healthcare,ML Engineer,11,26.6,PyTorch,0
Perth,Manufacturing,ML Engineer,3,14.8,ChatGPT,1
Townsville,Manufacturing,AI Researcher,7,21.72,Azure AI,0
Perth,Healthcare,Data Analyst,2,8.89,TensorFlow,1
Wollongong,EdTech,AI Engineer,8,16.68,Scikit-learn,1
Melbourne,Healthcare,AI Researcher,10,29.61,ChatGPT,0
Townsville,Finance,ML Engineer,5,14.37,AWS AI,1
Gold Coast,Healthcare,Data Analyst,0,3.49,TensorFlow,1
Adelaide,Finance,Data Analyst,9,22.58,PyTorch,0
Townsville,EdTech,Data Scientist,9,21.96,ChatGPT,1
Brisbane,Finance,ML Engineer,5,15.36,Scikit-learn,1
